punk_id,type,accessories,3d glasses,bandana,beanie,big beard,big shades,black lipstick,blonde bob,blonde short,blue eye shadow,buck teeth,cap,cap forward,chinstrap,choker,cigarette,classic shades,clown eyes blue,clown eyes green,clown hair green,clown nose,cowboy hat,crazy hair,dark hair,do-rag,earring,eye mask,eye patch,fedora,front beard,front beard dark,frown,frumpy hair,goat,gold chain,green eye shadow,half shaved,handlebars,headband,hoodie,horned rim glasses,hot lipstick,knitted cap,luxurious beard,medical mask,messy hair,mohawk,mohawk dark,mohawk thin,mole,mustache,muttonchops,nerd glasses,normal beard,normal beard black,orange side,peak spike,pigtails,pilot helmet,pink with hat,pipe,police cap,purple eye shadow,purple hair,purple lipstick,red mohawk,regular shades,rosy cheeks,shadow beard,shaved head,silver chain,small shades,smile,spots,straight hair,straight hair blonde,straight hair dark,stringy hair,tassle hat,tiara,top hat,vampire hair,vape,vr,welding goggles,wild blonde,wild hair,wild white hair,accessory_total,skin_color,total_sales,avg_usd_sale,total_bids,total_withdrawn_bids,avg_usd_bid,max_usd_bid,total_offers,total_withdrawn_offers,avg_usd_offer,max_usd_offer,total_transfers,recent_usd_sale,rarity_score
0,female,"['Green Eye Shadow', 'Earring', 'Blonde Bob']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,3.0,4.0,1029.9046666666666,1140.0,0.0,0.0,,,0.0,,114.83241704070514
1,male,"['Smile', 'Mohawk']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,6.0,4.0,449.666,742.652,0.0,0.0,,,0.0,,70.16968394669226
2,female,['Wild Hair'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,tan shade,0.0,,3.0,2.0,61.22299999999999,149.433,0.0,0.0,,,1.0,,56.01780955319998
3,male,"['Wild Hair', 'Nerd Glasses', 'Pipe']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,tan shade,0.0,,1.0,1.0,95.708,95.708,0.0,0.0,,,0.0,,76.28950346396618
4,male,"['Big Shades', 'Wild Hair', 'Earring', 'Goat']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,tan shade,0.0,,0.0,1.0,,,0.0,0.0,,,0.0,,88.73835732062862
5,female,"['Purple Eye Shadow', 'Half Shaved', 'Earring']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,1.0,0.0,16.098,16.098,0.0,0.0,,,0.0,,116.0999869683128
6,male,['Do-rag'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,3.0,3.0,1.4146666666666665,3.923,0.0,0.0,,,0.0,,66.03151486187036
7,female,"['Wild White Hair', 'Spots', 'Clown Eyes Blue']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,tan shade,0.0,,2.0,0.0,2.6645000000000003,4.485,0.0,0.0,,,0.0,,186.05438309639794
8,male,"['Messy Hair', 'Luxurious Beard']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,62.18130566236952
9,male,"['Clown Nose', 'Police Cap', 'Big Beard']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,169.8139257528123
10,female,"['Blue Eye Shadow', 'Mohawk']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,66.69512555782832
11,female,"['Black Lipstick', 'Clown Eyes Green', 'Straight Hair Dark']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,115.79117684297216
12,female,"['Blonde Short', 'Purple Lipstick']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,1.0,0.0,0.028,0.028,0.0,0.0,,,0.0,,99.21195905145137
13,female,"['Big Shades', 'Black Lipstick', 'Straight Hair Blonde']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,1.0,1.0,112.4,112.4,0.0,0.0,,,0.0,,110.18163203369159
14,female,"['Pipe', 'Pilot Helmet', 'Hot Lipstick']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,1.0,0.0,1.23,1.23,1.0,0.0,2190.0,2190.0,0.0,,236.9368859767631
15,male,"['Luxurious Beard', 'Wild Hair', 'Regular Shades']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,tan shade,0.0,,1.0,1.0,457.184,457.184,0.0,0.0,,,0.0,,81.20161168987373
16,male,"['Stringy Hair', 'Earring', 'Small Shades']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,57.009872374497625
17,male,"['Frown', 'Mohawk']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,66.46705346921391
18,male,"['Eye Mask', 'Muttonchops']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,72.61013342534945
19,female,"['Bandana', 'Horned Rim Glasses', 'Hot Lipstick']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,59.687569041724366
20,male,['Crazy Hair'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,1.0,1.0,94.399,94.399,0.0,0.0,,,0.0,,56.8527709005177
21,male,"['Messy Hair', 'Classic Shades', 'Earring']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,50.61602294112444
22,female,"['Pilot Helmet', 'Purple Lipstick']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,206.8777643916753
23,male,"['Handlebars', 'Earring', 'Do-rag']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,80.3127208027885
24,male,"['Smile', 'Mohawk Dark']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,70.80397029526434
25,female,['Wild White Hair'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,107.17585666466202
26,female,['Dark Hair'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,97.34071241587971
27,male,"['Peak Spike', 'Earring']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,42.54713437054345
28,male,"['Big Shades', 'Crazy Hair']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,1.0,1.0,1.962,1.962,0.0,0.0,,,0.0,,48.323318419579344
29,female,"['Horned Rim Glasses', 'Half Shaved', 'Earring']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,96.62363682206184
30,male,"['Normal Beard Black', 'Cap']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,,68.56924487714791
31,female,['Stringy Hair'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,55.24471703818507
32,male,"['Frown', 'VR']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,,73.9117984354735
33,male,['Peak Spike'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,1.0,1.0,0.386,0.386,0.0,0.0,,,1.0,,65.70148185857002
34,female,"['Frumpy Hair', 'Purple Lipstick']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,44.3170135956304
35,male,"['Cigarette', 'Peak Spike', 'Earring', 'Horned Rim Glasses', 'Normal Beard']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tan shade,0.0,,1.0,1.0,1.962,1.962,0.0,0.0,,,0.0,,163.32310085270012
36,female,['Red Mohawk'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,101.6736557843099
37,female,"['Cap', 'Clown Eyes Blue']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,60.95709879066621
38,female,"['Frumpy Hair', 'Classic Shades', 'Purple Lipstick']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,63.65007206146176
39,male,"['Frown', 'Shaved Head', 'Regular Shades']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,2.0,2.0,0.1785,0.255,0.0,0.0,,,0.0,,95.51272165013897
40,male,"['Bandana', 'Chinstrap', 'Smile']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,103.157700423795
41,male,"['Muttonchops', 'Wild Hair', 'Clown Eyes Green']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,86.44255545776475
42,female,"['Wild Hair', 'Cigarette']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,tan shade,0.0,,1.0,0.0,0.008,0.008,0.0,0.0,,,0.0,,39.20259555048233
43,female,['Half Shaved'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,101.6736557843099
44,male,['Messy Hair'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,54.43731196331963
45,male,"['Earring', 'Mole']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,1.0,0.0,1.903,1.903,0.0,0.0,,,0.0,,25.071784351069468
46,female,"['Purple Lipstick', 'Straight Hair Dark']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,89.2601467740577
47,male,['Knitted Cap'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,56.564529977224375
48,male,"['Big Shades', 'Mohawk']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,1.0,0.0,0.772,0.772,0.0,0.0,,,0.0,,46.84446600904992
49,female,"['Bandana', 'Purple Eye Shadow']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,4.0,0.0,0.076,0.288,0.0,0.0,,,0.0,,65.38336335528955
50,male,"['Spots', 'Fedora']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,,139.8857424130896
51,male,"['Muttonchops', 'Wild Hair', 'Earring']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,tan shade,0.0,,3.0,0.0,0.7793333333333333,1.969,0.0,0.0,,,0.0,,64.33123876451907
52,male,"['Shadow Beard', 'Earring', 'Nerd Glasses', 'Knitted Cap']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,tan shade,0.0,,3.0,3.0,2.0316666666666667,3.548,0.0,0.0,,,0.0,,74.13737157290359
53,female,"['Big Shades', 'Straight Hair']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,tan shade,1.0,432.676,2.0,2.0,71.61449999999999,109.414,10.0,0.0,177.9228,326.046,0.0,432.676,91.34215798193169
