punk_id,accessories,type,clean_accessories,neighbors,neighbors_clean
2356,"['Cigarette', 'Hoodie', 'Earring', 'Regular Shades']",male,male 'cigarette' 'hoodie' 'earring' 'regular shades',"[[698, 0.8559], [2633, 0.8559], [6578, 0.8559], [7154, 0.7954], [99, 0.744], [512, 0.744], [6670, 0.744], [424, 0.7144], [6135, 0.7144], [8968, 0.7144]]","[[698, 0.8559], [2633, 0.8559], [6578, 0.8559], [7154, 0.7954], [99, 0.744], [512, 0.744], [6670, 0.744], [424, 0.7144], [6135, 0.7144], [8968, 0.7144]]"
2357,"['Normal Beard Black', 'Mohawk Thin', 'Mole']",male,male 'normal beard black' 'mohawk thin' 'mole',"[[4861, 0.9015], [6967, 0.9015], [1792, 0.8615], [6364, 0.8615], [9117, 0.8615], [2317, 0.8112], [5123, 0.8112], [6185, 0.8112], [2106, 0.7684], [715, 0.7674]]","[[4861, 0.9015], [6967, 0.9015], [1792, 0.8615], [6364, 0.8615], [9117, 0.8615], [2317, 0.8112], [5123, 0.8112], [6185, 0.8112], [2106, 0.7684], [715, 0.7674]]"
2358,"['Bandana', 'Classic Shades', 'Purple Lipstick', 'Earring']",female,female 'bandana' 'classic shades' 'purple lipstick' 'earring',"[[384, 0.9555], [796, 0.9555], [1052, 0.8092], [6518, 0.8092], [6765, 0.8092], [1444, 0.8052], [1451, 0.8032], [3459, 0.8032], [974, 0.7699], [5940, 0.7699]]","[[384, 0.9555], [796, 0.9555], [1052, 0.8092], [6518, 0.8092], [6765, 0.8092], [1444, 0.8052], [1451, 0.8032], [3459, 0.8032], [974, 0.7699], [5940, 0.7699]]"
2359,"['Mole', 'Wild Blonde', 'Earring', 'Cigarette']",female,female 'mole' 'wild blonde' 'earring' 'cigarette',"[[6239, 0.9069], [4712, 0.8817], [4859, 0.828], [8723, 0.828], [3425, 0.7808], [1888, 0.7745], [2736, 0.7745], [3251, 0.7745], [3289, 0.7684], [9712, 0.7639]]","[[6239, 0.9069], [4712, 0.8817], [4859, 0.828], [8723, 0.828], [3425, 0.7808], [1888, 0.7745], [2736, 0.7745], [3251, 0.7745], [3289, 0.7684], [9712, 0.7639]]"
2360,"['Wild White Hair', 'Earring', 'Clown Eyes Blue']",female,female 'wild white hair' 'earring' 'clown eyes blue',"[[2273, 0.9681], [4585, 0.9681], [4895, 0.9681], [4884, 0.905], [9486, 0.8824], [6352, 0.8708], [654, 0.8552], [5027, 0.8552], [7, 0.8375], [1296, 0.834]]","[[2273, 0.9681], [4585, 0.9681], [4895, 0.9681], [4884, 0.905], [9486, 0.8824], [6352, 0.8708], [654, 0.8552], [5027, 0.8552], [7, 0.8375], [1296, 0.834]]"
2361,"['Headband', 'Hot Lipstick']",female,female 'headband' 'hot lipstick',"[[167, 1.0], [1023, 1.0], [2105, 0.9374], [1566, 0.8238], [8166, 0.8185], [3358, 0.783], [8837, 0.774], [6868, 0.764], [140, 0.76], [226, 0.76]]","[[167, 1.0], [1023, 1.0], [2105, 0.9374], [1566, 0.8238], [8166, 0.8185], [3358, 0.783], [8837, 0.774], [6868, 0.764], [140, 0.76], [226, 0.76]]"
2362,"['Bandana', 'Front Beard Dark', 'Rosy Cheeks', 'Small Shades']",male,male 'bandana' 'front beard dark' 'rosy cheeks' 'small shades',"[[3362, 0.8678], [3555, 0.809], [9162, 0.7851], [869, 0.757], [8677, 0.7534], [8946, 0.7517], [4923, 0.7508], [2377, 0.7481], [2947, 0.7301], [3130, 0.7246]]","[[3362, 0.8678], [3555, 0.809], [9162, 0.7851], [869, 0.757], [8677, 0.7534], [8946, 0.7517], [4923, 0.7508], [2377, 0.7481], [2947, 0.7301], [3130, 0.7246]]"
2363,"['Nerd Glasses', 'Normal Beard', 'Headband']",male,male 'nerd glasses' 'normal beard' 'headband',"[[1812, 0.9584], [3372, 0.8886], [8578, 0.8536], [9754, 0.8536], [7785, 0.8339], [899, 0.8191], [4609, 0.8191], [6630, 0.8191], [7058, 0.8191], [5273, 0.8087]]","[[1812, 0.9584], [3372, 0.8886], [8578, 0.8536], [9754, 0.8536], [7785, 0.8339], [899, 0.8191], [4609, 0.8191], [6630, 0.8191], [7058, 0.8191], [5273, 0.8087]]"
2364,"['Cap Forward', 'Spots', 'Muttonchops']",male,male 'cap forward' 'spots' 'muttonchops',"[[5528, 0.8696], [878, 0.8064], [2765, 0.8064], [2975, 0.8064], [7233, 0.7663], [577, 0.7021], [6639, 0.6868], [4801, 0.6772], [2011, 0.6719], [768, 0.6607]]","[[5528, 0.8696], [878, 0.8064], [2765, 0.8064], [2975, 0.8064], [7233, 0.7663], [577, 0.7021], [6639, 0.6868], [4801, 0.6772], [2011, 0.6719], [768, 0.6607]]"
2365,"['Peak Spike', 'Mustache', 'Earring', 'Nerd Glasses']",male,male 'peak spike' 'mustache' 'earring' 'nerd glasses',"[[188, 0.8817], [9744, 0.8628], [703, 0.8457], [1103, 0.8457], [3559, 0.8457], [5119, 0.8457], [497, 0.8259], [2580, 0.8259], [2474, 0.8069], [4177, 0.7825]]","[[188, 0.8817], [9744, 0.8628], [703, 0.8457], [1103, 0.8457], [3559, 0.8457], [5119, 0.8457], [497, 0.8259], [2580, 0.8259], [2474, 0.8069], [4177, 0.7825]]"
2366,"['Horned Rim Glasses', 'Mohawk']",male,male 'horned rim glasses' 'mohawk',"[[783, 1.0], [2285, 1.0], [9990, 1.0], [555, 0.9473], [1701, 0.9473], [4672, 0.9473], [3785, 0.9407], [6339, 0.9113], [7542, 0.9113], [3104, 0.9059]]","[[783, 1.0], [2285, 1.0], [9990, 1.0], [555, 0.9473], [1701, 0.9473], [4672, 0.9473], [3785, 0.9407], [6339, 0.9113], [7542, 0.9113], [3104, 0.9059]]"
2367,['Cap'],male,male 'cap',"[[582, 1.0], [968, 1.0], [1069, 1.0], [119, 0.8201], [1145, 0.8201], [1960, 0.8201], [4049, 0.8201], [611, 0.7605], [789, 0.7605], [1892, 0.7605]]","[[582, 1.0], [968, 1.0], [1069, 1.0], [119, 0.8201], [1145, 0.8201], [1960, 0.8201], [4049, 0.8201], [611, 0.7605], [789, 0.7605], [1892, 0.7605]]"
2368,"['Tiara', 'Purple Lipstick']",female,female 'tiara' 'purple lipstick',"[[121, 1.0], [6842, 1.0], [8630, 1.0], [8842, 0.8501], [706, 0.8401], [2676, 0.8401], [4380, 0.8401], [4936, 0.8401], [1603, 0.816], [6490, 0.8152]]","[[121, 1.0], [6842, 1.0], [8630, 1.0], [8842, 0.8501], [706, 0.8401], [2676, 0.8401], [4380, 0.8401], [4936, 0.8401], [1603, 0.816], [6490, 0.8152]]"
2369,"['Normal Beard Black', 'Cap', 'Classic Shades']",male,male 'normal beard black' 'cap' 'classic shades',"[[5678, 0.9106], [5078, 0.892], [7699, 0.8263], [30, 0.8136], [4509, 0.8136], [5216, 0.8136], [5626, 0.8127], [6228, 0.8114], [9002, 0.8012], [3374, 0.7928]]","[[5678, 0.9106], [5078, 0.892], [7699, 0.8263], [30, 0.8136], [4509, 0.8136], [5216, 0.8136], [5626, 0.8127], [6228, 0.8114], [9002, 0.8012], [3374, 0.7928]]"
2370,"['Half Shaved', 'Cigarette']",female,female 'half shaved' 'cigarette',"[[7306, 1.0], [43, 0.9005], [298, 0.9005], [9571, 0.878], [9071, 0.8625], [115, 0.8506], [2176, 0.8506], [3354, 0.8446], [4065, 0.8328], [7141, 0.8166]]","[[7306, 1.0], [43, 0.9005], [298, 0.9005], [9571, 0.878], [9071, 0.8625], [115, 0.8506], [2176, 0.8506], [3354, 0.8446], [4065, 0.8328], [7141, 0.8166]]"
2371,"['Green Eye Shadow', 'Pigtails']",female,female 'green eye shadow' 'pigtails',"[[3271, 1.0], [4222, 0.9587], [4835, 0.9587], [4237, 0.8883], [7654, 0.8883], [5409, 0.8739], [6707, 0.8213], [8589, 0.8213], [949, 0.8009], [1523, 0.8009]]","[[3271, 1.0], [4222, 0.9587], [4835, 0.9587], [4237, 0.8883], [7654, 0.8883], [5409, 0.8739], [6707, 0.8213], [8589, 0.8213], [949, 0.8009], [1523, 0.8009]]"
2372,"['Green Eye Shadow', 'Blonde Short']",female,female 'green eye shadow' 'blonde short',"[[7482, 1.0], [9994, 1.0], [1596, 0.9646], [4032, 0.9027], [7020, 0.8984], [6859, 0.8645], [4903, 0.8501], [1789, 0.8483], [6812, 0.8483], [8148, 0.8483]]","[[7482, 1.0], [9994, 1.0], [1596, 0.9646], [4032, 0.9027], [7020, 0.8984], [6859, 0.8645], [4903, 0.8501], [1789, 0.8483], [6812, 0.8483], [8148, 0.8483]]"
2373,"['Police Cap', 'Muttonchops']",male,male 'police cap' 'muttonchops',"[[1825, 1.0], [2501, 0.9521], [7723, 0.9521], [6315, 0.8619], [4013, 0.855], [7582, 0.8518], [8361, 0.8425], [3944, 0.8091], [134, 0.7996], [459, 0.7996]]","[[1825, 1.0], [2501, 0.9521], [7723, 0.9521], [6315, 0.8619], [4013, 0.855], [7582, 0.8518], [8361, 0.8425], [3944, 0.8091], [134, 0.7996], [459, 0.7996]]"
2374,"['Earring', 'Horned Rim Glasses', 'Do-rag']",male,male 'earring' 'horned rim glasses' 'do rag',"[[4737, 1.0], [4287, 0.9667], [4451, 0.9667], [6198, 0.9667], [3067, 0.9011], [1430, 0.8994], [2653, 0.8968], [4162, 0.8944], [8649, 0.8665], [2492, 0.8662]]","[[4737, 1.0], [4287, 0.9667], [4451, 0.9667], [6198, 0.9667], [3067, 0.9011], [1430, 0.8994], [2653, 0.8968], [4162, 0.8944], [8649, 0.8665], [2492, 0.8662]]"
2375,"['Mustache', 'Earring', 'Pipe', 'Clown Hair Green']",male,male 'mustache' 'earring' 'pipe' 'clown hair green',"[[5726, 0.8591], [7848, 0.8591], [5375, 0.8134], [4928, 0.7572], [9577, 0.7572], [2495, 0.7313], [5527, 0.7272], [4832, 0.7189], [3554, 0.6816], [4542, 0.6816]]","[[5726, 0.8591], [7848, 0.8591], [5375, 0.8134], [4928, 0.7572], [9577, 0.7572], [2495, 0.7313], [5527, 0.7272], [4832, 0.7189], [3554, 0.6816], [4542, 0.6816]]"
2376,"['Handlebars', 'Headband']",male,male 'handlebars' 'headband',"[[2099, 1.0], [8292, 1.0], [1607, 0.9368], [3482, 0.9368], [3878, 0.9368], [2607, 0.8172], [9138, 0.8172], [940, 0.7973], [8466, 0.7908], [8192, 0.7883]]","[[2099, 1.0], [8292, 1.0], [1607, 0.9368], [3482, 0.9368], [3878, 0.9368], [2607, 0.8172], [9138, 0.8172], [940, 0.7973], [8466, 0.7908], [8192, 0.7883]]"
2377,"['Front Beard', 'Classic Shades', 'Rosy Cheeks']",male,male 'front beard' 'classic shades' 'rosy cheeks',"[[9162, 0.7835], [3555, 0.7599], [4923, 0.7493], [2362, 0.7481], [9145, 0.7167], [9050, 0.7061], [7297, 0.7058], [3182, 0.7005], [6188, 0.6857], [8263, 0.6851]]","[[9162, 0.7835], [3555, 0.7599], [4923, 0.7493], [2362, 0.7481], [9145, 0.7167], [9050, 0.7061], [7297, 0.7058], [3182, 0.7005], [6188, 0.6857], [8263, 0.6851]]"
2378,"['Handlebars', 'Wild Hair', 'Mole']",male,male 'handlebars' 'wild hair' 'mole',"[[1565, 0.8638], [8668, 0.8638], [9873, 0.8638], [3379, 0.8362], [6783, 0.8089], [1323, 0.7813], [2568, 0.7813], [4326, 0.7813], [7764, 0.7813], [8777, 0.7661]]","[[1565, 0.8638], [8668, 0.8638], [9873, 0.8638], [3379, 0.8362], [6783, 0.8089], [1323, 0.7813], [2568, 0.7813], [4326, 0.7813], [7764, 0.7813], [8777, 0.7661]]"
2379,"['Frown', 'Do-rag']",male,male 'frown' 'do rag',"[[3596, 1.0], [4450, 0.958], [3643, 0.8725], [7242, 0.8548], [4749, 0.8476], [7424, 0.8476], [5460, 0.8234], [6, 0.8156], [451, 0.8156], [651, 0.8156]]","[[3596, 1.0], [4450, 0.958], [3643, 0.8725], [7242, 0.8548], [4749, 0.8476], [7424, 0.8476], [5460, 0.8234], [6, 0.8156], [451, 0.8156], [651, 0.8156]]"
2380,"['Red Mohawk', 'Eye Mask', 'Black Lipstick']",female,female 'red mohawk' 'eye mask' 'black lipstick',"[[8888, 0.8814], [4401, 0.865], [837, 0.8376], [1706, 0.8376], [2393, 0.8376], [4315, 0.8376], [3409, 0.836], [4934, 0.836], [4180, 0.8193], [7371, 0.7988]]","[[8888, 0.8814], [4401, 0.865], [837, 0.8376], [1706, 0.8376], [2393, 0.8376], [4315, 0.8376], [3409, 0.836], [4934, 0.836], [4180, 0.8193], [7371, 0.7988]]"
2381,"['Wild White Hair', 'Cigarette']",female,female 'wild white hair' 'cigarette',"[[9423, 1.0], [2624, 0.9554], [25, 0.9028], [227, 0.9028], [813, 0.9028], [9796, 0.901], [6840, 0.8803], [315, 0.8752], [6958, 0.865], [264, 0.8541]]","[[9423, 1.0], [2624, 0.9554], [25, 0.9028], [227, 0.9028], [813, 0.9028], [9796, 0.901], [6840, 0.8803], [315, 0.8752], [6958, 0.865], [264, 0.8541]]"
2382,"['Medical Mask', 'Straight Hair Blonde']",female,female 'medical mask' 'straight hair blonde',"[[4055, 0.9038], [4806, 0.9038], [4829, 0.8939], [1123, 0.8574], [4176, 0.7789], [6178, 0.7563], [9882, 0.7563], [1963, 0.7469], [6451, 0.7347], [6224, 0.7109]]","[[4055, 0.9038], [4806, 0.9038], [4829, 0.8939], [1123, 0.8574], [4176, 0.7789], [6178, 0.7563], [9882, 0.7563], [1963, 0.7469], [6451, 0.7347], [6224, 0.7109]]"
2383,"['Goat', 'Shaved Head', '3D Glasses']",male,male 'goat' 'shaved head' '3d glasses',"[[5740, 1.0], [1147, 0.8783], [1326, 0.8783], [1488, 0.8783], [208, 0.8437], [1241, 0.8182], [2228, 0.8182], [2679, 0.8182], [7893, 0.8182], [1823, 0.7814]]","[[5740, 1.0], [1147, 0.8783], [1326, 0.8783], [1488, 0.8783], [208, 0.8437], [1241, 0.8182], [2228, 0.8182], [2679, 0.8182], [7893, 0.8182], [1823, 0.7814]]"
2384,"['Straight Hair', 'Clown Eyes Blue']",female,female 'straight hair' 'clown eyes blue',"[[1461, 1.0], [9367, 1.0], [888, 0.9213], [2734, 0.9213], [1595, 0.8973], [1766, 0.8973], [5345, 0.8973], [2046, 0.887], [9608, 0.8862], [6071, 0.8828]]","[[1461, 1.0], [9367, 1.0], [888, 0.9213], [2734, 0.9213], [1595, 0.8973], [1766, 0.8973], [5345, 0.8973], [2046, 0.887], [9608, 0.8862], [6071, 0.8828]]"
2385,"['Shadow Beard', 'Classic Shades', 'Pipe']",male,male 'shadow beard' 'classic shades' 'pipe',"[[2639, 0.7849], [3509, 0.7465], [5034, 0.7388], [9780, 0.723], [1580, 0.7108], [5722, 0.6944], [7106, 0.6872], [8294, 0.6802], [6746, 0.675], [6313, 0.6743]]","[[2639, 0.7849], [3509, 0.7465], [5034, 0.7388], [9780, 0.723], [1580, 0.7108], [5722, 0.6944], [7106, 0.6872], [8294, 0.6802], [6746, 0.675], [6313, 0.6743]]"
2386,"['Headband', 'Small Shades']",ape,ape 'headband' 'small shades',"[[2140, 0.7694], [2491, 0.6673], [4156, 0.6323], [9265, 0.6296], [2924, 0.6078], [6965, 0.5945], [6145, 0.5876], [8219, 0.5859], [372, 0.5696], [5795, 0.5621]]","[[2140, 0.7694], [2491, 0.6673], [4156, 0.6323], [9265, 0.6296], [2924, 0.6078], [6965, 0.5945], [6145, 0.5876], [8219, 0.5859], [372, 0.5696], [5795, 0.5621]]"
2387,"['Bandana', 'Hot Lipstick', 'Rosy Cheeks']",female,female 'bandana' 'hot lipstick' 'rosy cheeks',"[[5401, 0.8751], [1796, 0.8709], [8946, 0.8546], [7484, 0.8375], [5863, 0.8145], [707, 0.8131], [4074, 0.8109], [9145, 0.7909], [3558, 0.7721], [9565, 0.7626]]","[[5401, 0.8751], [1796, 0.8709], [8946, 0.8546], [7484, 0.8375], [5863, 0.8145], [707, 0.8131], [4074, 0.8109], [9145, 0.7909], [3558, 0.7721], [9565, 0.7626]]"
2388,"['Clown Eyes Blue', 'Earring', 'Mohawk Dark']",male,male 'clown eyes blue' 'earring' 'mohawk dark',"[[2265, 0.9542], [3243, 0.9542], [4789, 0.9542], [9719, 0.9534], [9303, 0.9055], [9713, 0.9055], [8177, 0.86], [1563, 0.8504], [3376, 0.843], [62, 0.8339]]","[[2265, 0.9542], [3243, 0.9542], [4789, 0.9542], [9719, 0.9534], [9303, 0.9055], [9713, 0.9055], [8177, 0.86], [1563, 0.8504], [3376, 0.843], [62, 0.8339]]"
2389,"['Cigarette', 'Cap Forward', 'Mustache']",male,male 'cigarette' 'cap forward' 'mustache',"[[1769, 0.9107], [6977, 0.9107], [5128, 0.8659], [8754, 0.8659], [1131, 0.8274], [1665, 0.8274], [2172, 0.8274], [6403, 0.8274], [1809, 0.8167], [9453, 0.8167]]","[[1769, 0.9107], [6977, 0.9107], [5128, 0.8659], [8754, 0.8659], [1131, 0.8274], [1665, 0.8274], [2172, 0.8274], [6403, 0.8274], [1809, 0.8167], [9453, 0.8167]]"
2390,"['Purple Eye Shadow', 'Half Shaved']",female,female 'purple eye shadow' 'half shaved',"[[8880, 1.0], [5, 0.964], [8279, 0.964], [4073, 0.9274], [7710, 0.9049], [3949, 0.8968], [71, 0.8924], [6631, 0.8881], [7593, 0.8881], [9177, 0.8881]]","[[8880, 1.0], [5, 0.964], [8279, 0.964], [4073, 0.9274], [7710, 0.9049], [3949, 0.8968], [71, 0.8924], [6631, 0.8881], [7593, 0.8881], [9177, 0.8881]]"
2391,['Clown Hair Green'],female,female 'clown hair green',"[[688, 1.0], [4144, 1.0], [5908, 1.0], [1268, 0.9179], [3529, 0.9179], [9531, 0.9179], [2488, 0.9125], [2997, 0.9125], [5775, 0.9125], [8411, 0.9125]]","[[688, 1.0], [4144, 1.0], [5908, 1.0], [1268, 0.9179], [3529, 0.9179], [9531, 0.9179], [2488, 0.9125], [2997, 0.9125], [5775, 0.9125], [8411, 0.9125]]"
2392,"['Regular Shades', 'Mohawk Dark']",male,male 'regular shades' 'mohawk dark',"[[935, 1.0], [1845, 1.0], [5777, 0.9407], [5086, 0.9326], [1465, 0.8938], [6843, 0.8938], [142, 0.8667], [237, 0.8667], [685, 0.8667], [2545, 0.8667]]","[[935, 1.0], [1845, 1.0], [5777, 0.9407], [5086, 0.9326], [1465, 0.8938], [6843, 0.8938], [142, 0.8667], [237, 0.8667], [685, 0.8667], [2545, 0.8667]]"
2393,"['Red Mohawk', 'Black Lipstick']",female,female 'red mohawk' 'black lipstick',"[[837, 1.0], [1706, 1.0], [4315, 1.0], [7371, 0.9537], [5592, 0.9158], [6025, 0.9158], [9606, 0.9158], [5731, 0.8976], [5847, 0.8976], [3520, 0.8425]]","[[837, 1.0], [1706, 1.0], [4315, 1.0], [7371, 0.9537], [5592, 0.9158], [6025, 0.9158], [9606, 0.9158], [5731, 0.8976], [5847, 0.8976], [3520, 0.8425]]"
2394,"['Mohawk', 'Welding Goggles']",female,female 'mohawk' 'welding goggles',"[[4010, 1.0], [9457, 1.0], [1821, 0.9439], [3105, 0.9439], [2981, 0.9067], [7074, 0.9067], [8697, 0.8997], [7670, 0.8804], [1669, 0.8617], [1367, 0.8561]]","[[4010, 1.0], [9457, 1.0], [1821, 0.9439], [3105, 0.9439], [2981, 0.9067], [7074, 0.9067], [8697, 0.8997], [7670, 0.8804], [1669, 0.8617], [1367, 0.8561]]"
2395,"['Black Lipstick', 'Horned Rim Glasses', 'Blonde Bob']",female,female 'black lipstick' 'horned rim glasses' 'blonde bob',"[[4362, 0.9071], [4432, 0.9071], [9308, 0.9071], [3589, 0.8929], [7734, 0.841], [9147, 0.8281], [560, 0.7869], [2324, 0.7869], [1251, 0.7648], [4761, 0.7611]]","[[4362, 0.9071], [4432, 0.9071], [9308, 0.9071], [3589, 0.8929], [7734, 0.841], [9147, 0.8281], [560, 0.7869], [2324, 0.7869], [1251, 0.7648], [4761, 0.7611]]"
2396,['Mohawk Dark'],female,female 'mohawk dark',"[[438, 1.0], [532, 1.0], [2013, 1.0], [1040, 0.8957], [1735, 0.8957], [4489, 0.8957], [323, 0.8659], [361, 0.8659], [1002, 0.8659], [1047, 0.8659]]","[[438, 1.0], [532, 1.0], [2013, 1.0], [1040, 0.8957], [1735, 0.8957], [4489, 0.8957], [323, 0.8659], [361, 0.8659], [1002, 0.8659], [1047, 0.8659]]"
2397,"['Red Mohawk', 'Purple Lipstick', 'Earring', 'Nerd Glasses']",female,female 'red mohawk' 'purple lipstick' 'earring' 'nerd glasses',"[[5852, 0.893], [1974, 0.8724], [5689, 0.8549], [5704, 0.8549], [3051, 0.8521], [6570, 0.8521], [6734, 0.8521], [3520, 0.8341], [3004, 0.8283], [303, 0.8121]]","[[5852, 0.893], [1974, 0.8724], [5689, 0.8549], [5704, 0.8549], [3051, 0.8521], [6570, 0.8521], [6734, 0.8521], [3520, 0.8341], [3004, 0.8283], [303, 0.8121]]"
2398,"['Mole', 'Blue Eye Shadow', 'Mohawk', 'Cigarette']",female,female 'mole' 'blue eye shadow' 'mohawk' 'cigarette',"[[8438, 0.9283], [10, 0.7964], [2092, 0.7964], [5988, 0.7964], [3207, 0.773], [6478, 0.7719], [7803, 0.7484], [5945, 0.7388], [6302, 0.7372], [4950, 0.732]]","[[8438, 0.9283], [10, 0.7964], [2092, 0.7964], [5988, 0.7964], [3207, 0.773], [6478, 0.7719], [7803, 0.7484], [5945, 0.7388], [6302, 0.7372], [4950, 0.732]]"
2399,"['Eye Mask', 'Knitted Cap']",male,male 'eye mask' 'knitted cap',"[[2553, 1.0], [6346, 1.0], [2334, 0.9444], [9915, 0.8554], [8453, 0.853], [2864, 0.8503], [6907, 0.8503], [3663, 0.8232], [6748, 0.8231], [6751, 0.8231]]","[[2553, 1.0], [6346, 1.0], [2334, 0.9444], [9915, 0.8554], [8453, 0.853], [2864, 0.8503], [6907, 0.8503], [3663, 0.8232], [6748, 0.8231], [6751, 0.8231]]"
2400,"['Messy Hair', 'Gold Chain']",female,female 'messy hair' 'gold chain',"[[3206, 0.9561], [9988, 0.9561], [5930, 0.8342], [2622, 0.8316], [3345, 0.7951], [6870, 0.7951], [5639, 0.7827], [7982, 0.773], [3711, 0.763], [5980, 0.7611]]","[[3206, 0.9561], [9988, 0.9561], [5930, 0.8342], [2622, 0.8316], [3345, 0.7951], [6870, 0.7951], [5639, 0.7827], [7982, 0.773], [3711, 0.763], [5980, 0.7611]]"
2401,"['Police Cap', 'Earring', 'Regular Shades']",male,male 'police cap' 'earring' 'regular shades',"[[1675, 1.0], [4944, 1.0], [1712, 0.9539], [2089, 0.9539], [7285, 0.9539], [3469, 0.8959], [7572, 0.8464], [781, 0.812], [7738, 0.8107], [1279, 0.8055]]","[[1675, 1.0], [4944, 1.0], [1712, 0.9539], [2089, 0.9539], [7285, 0.9539], [3469, 0.8959], [7572, 0.8464], [781, 0.812], [7738, 0.8107], [1279, 0.8055]]"
2402,"['Bandana', 'Earring', 'Eye Patch']",male,male 'bandana' 'earring' 'eye patch',"[[3260, 1.0], [1842, 0.9394], [5521, 0.9394], [8310, 0.939], [329, 0.8746], [855, 0.8746], [8209, 0.8746], [9091, 0.8746], [9525, 0.8701], [1624, 0.8379]]","[[3260, 1.0], [1842, 0.9394], [5521, 0.9394], [8310, 0.939], [329, 0.8746], [855, 0.8746], [8209, 0.8746], [9091, 0.8746], [9525, 0.8701], [1624, 0.8379]]"
